,Title,Description,Price,Rating,Seller
149,Tactical Ar Folding Stock Adapter Ar-15/M16 Gen3-M Ar Folding Stock Hunting Accessories Black Ar Folding Stock Adapter,['Tactical Ar Folding Stock Adapter Ar-15/M16 Gen3-M Ar Folding Stock Hunting Accessories Black Ar Folding Stock Adapter'],$35.42 –,,
150,Fitbit Versa 2 FB507BKBK Fitness Smartwatch with Silicone Band - Black-Carbon - One Size,['Watch \r'],$157.54 –,,
151,Mouse Keyboard Converter Adapter for Titan Two Controller for PS4 PRO SLIM/ ONE/XBOX360/PS4/PC/NS Switch,['Mouse Keyboard Converter Adapter for Titan Two Controller for PS4 PRO SLIM/ ONE/XBOX360/PS4/PC/NS Switch'],$293.99 ,,Smith's Computer Market
152,1PC New USB Receiver Adapter 500HZ for Log.itech G602 Wireless professional Gaming Mouse accessories,[None],$23.65 ,,Super Electronics
153,COOLING REVOLUTION AB07005HX12BB00 5v 0.40A Tsinghua Tongfang Elite V38 machine fan,['COOLING REVOLUTION AB07005HX12BB00 5v 0.40A Tsinghua Tongfang Elite V38 machine fan'],$22.09 ,,Vszerda
154,Silverstone HELA 2050 Platinum Cybenetics Platinum Certified 2050W ATX Power Supply,"['Compact and high density design with a depth of 180mm for easy integration', 'Intel ATX12V 2.52 support', 'Built-in MCU semi-fanless mode to achieve optimized cooling performance', '2050W 24/7 continuous power output with 50 operating temperature', 'Super flexible black flat cables', '100% modular cables', '12-Pin GPU connector support']",$509.99 ,,Sold & Shipped by Newegg
155,"YAMAY Smart Watch for Android Phones Compatible with iPhone Samsung, Watch for Men Women with 1.69"" Screen Alexa Built-in, Blood Oxygen & Heart Rate Monitor Steps Sleep Tracker 5ATM Waterproof Black","['1.69 Inch TFT-LCD colorful full touch screen; Higher resolution and bigger screen display area; 1-5 level Adjustable Brightness; 5-20s Screen-on time; Customized Watch Faces', 'Supports 14 Activity Modes; Accurately record all-day activities like steps, distance, calories, exercise minutes and Walking hours', 'Health monitor: 24/7 Real time Heart Rate Monitor; Blood Oxygen&Stress monitor; Auto Sleep Monitor all day; Sedentary Reminder; Menstrual care Reminders; Breathing Relax', 'Smart Notifications: Display alert of calendar, SMS, incoming calls and SNS', 'IP68 Waterproof: Can wear it when wash hands, run in the rain, swim', 'Language Supports: English, German, Spanish, French, Italian, Japanese, Russian, Portuguese', 'Wrist Sense Function; Do not Disturb Mode; Timer; Stopwatch; Alarms; Find my Phone; Intelligent assistant with Alexa Built-in; Weather notification; Music controller', 'Magnetic Charging Design: Supports 10 days of normal use and 30 days standby time with 2.5 hour full charge']",$49.99 ,5.0,YAMAY
156,FOR Sennheiser 507214 Genuine HZP 49 Replacement Ear Pads Cushions for PXC550 FOR MB660 Series Headphones Soft Memory Foam,['FOR Sennheiser 507214 Genuine HZP 49 Replacement Ear Pads Cushions for PXC550 FOR MB660 Series Headphones Soft Memory Foam'],$18.10 ,5.0,
157,Willful Fitness Tracker No Bluetooth Simple No App No Phone Required Waterproof Fitness Watch Pedometer Watch with Step Counter Calories Sleep Tracker for Kids Parents Men Women Blue,"[""Non Bluetooth Pedometer Watch- If you are looking for a device that can show you the time/date, being waterproof, and give you an exact idea of how much exercise you get, but don't want it needed to be connected to a smartphone, Willful SW308 pedometer watch is just the right one for you."", 'Accurate Fitness Tracker- Accurately track your all-day steps taken, distance traveled, calories burned, exercise time and sleep quality.', 'Easy to Set up and Use- You can enter your personal information (age, height, weight, gender) in the watch to get your accurate exercise data.The setting is very easy.', 'Gift for Parents and Kids- You can give this tracker as a gift to your kids or parents, help them become healthier.', ""Long Battery Life- This watch has a built-in usb charging plug, you can remove the bands and charge it with any usb port. One full charge can use 7 days. (Please charge it in time before it runs out of the battery, so you don't need to set it up each time)""]",$21.99 ,5.0,
158,iFixit Mako Driver Kit - 64 Precision Bits for Electronics Repair,"['Brand:\tiFixit', 'Drive Type:\tPentalobe\t', 'Model:\tEU145299', 'Manufacturer Color:\tBlack/White\t', 'System of Measurement:\tMetric/Standard', 'MPN:\tIF1452994', 'Star Size:\tT2', 'Features:\tMagnetic\tCompatible ', 'Model:\tTech Repair Tools', 'Color:\tMulticolor', 'Item Weight:\t13.8 ounces', 'Manufacturer Warranty:\tLifetime Warranty\t', 'Type:\tPrecision Driver', 'Compatible Product Line:\tFor Mako Driver 64 Precision Bits for Electronics Repair\t', 'UPC:\tDoes not apply']",,,
159,DC 5V-36V Dual MOS Control Cycle Trigger Timer Delay Relay Module Switch LED Quiescent Current 20mA Operating Current 50mA,['AAA+High Quality'],$9.76 ,,
160,"Amazfit Band 5: 15-Day Battery Life - Fitness Tracker - Blood Oxygen, Heart Rate, Sleep Monitoring - Alexa Built-in - Music Control - Water Resistant, Black","['15-Day Long Battery Life: The 125mAh battery can last up to 15 days on a typical usage', 'HD Color Display: The brand-new 1.1"" full-touch color AMOLED screen provides bigger and clearer viewing experience', '11 Sports Modes & 5 ATM: 11 sports modes, including swimming. The band is 5 ATM certified, equivalent to about 80 PSI, 164 feet or 50 meters water depth', 'Blood-Oxygen Saturation Measurement: Measure your blood oxygen saturation and understand your physical state with OxygenBeats', '24/7 Heart Rate, Sleep and Activity Tracker: Band 5 precise optical heart rate monitoring allows you to accurately track real-time steps taken, all-day heart rate monitoring, distance traveled, calories burned, and quality of sleep and sleeping patterns', 'Amazon Alexa Built-In: Talk to Amazon Alexa on your Amazfit Band 5. Ask questions, get translations, set alarms, and timers, create shopping lists, check the weather, control your smart']",$39.99 ,4.8,Amazfit North America
161,DC 12-24V Japan Nidec 24H Brushless Servo Motor Built-in Drive 100 Line Encoder Pwm Speed Regulation,['DC 12-24V Japan Nidec 24H Brushless Servo Motor Built-in Drive 100 Line Encoder Pwm Speed Regulation'],$17.99 –,,Electronic new century
162,CPU Contact Frame LGA 1700 Bracket for Intel 12th Gen CPU,"['Fits:Intel 12th Gen CPU,lga 1700 / 1800.', 'Performance:Lower CPU temperatures,Replaces the mainboards stock ILM to improve the cooling performance of CPU coolers through optimized contact pressure.', 'Easy installation:Open the original buckle and remove the screws,Place the CPU in the original position,install our CPU clamp platens.', 'LGA 1700 bracket:Correct the CPU bending degree,protect your CPU.', 'Material:Anodized aluminum.']",,,
163,"Zepp Z Health and Fitness Smart Watch with Titanium Alloy Crafting, 15 Days Battery Life, Online and Offline Voice Assistants, SpO2 Level Measurement, Heart Rate, Sleep and Stress Monitoring (Brown)","['SOPHISTICATED TITANIUM ALLOY CRAFTING: The Zepp Z case is a single piece of polished titanium alloy, making it both lightweight and strong enough for advanced uses like aviation, and also features a special nanotech-coated touchscreen for enhanced resistance to scratches and fingerprints.', 'OVER TWO WEEKS OF BATTERY LIFE: The Zepp Z delivers a battery life of up to 15 days in daily use mode and a battery life of over 30 days in long battery life mode.', 'HEART RATE & STRESS LEVEL MONITORING: The Zepp Z can provide all-day heart rate monitoring and elevated heart-rate warnings, and also monitors your stress levels to help you understand when you need to relax.', 'SLEEP QUALITY & SpO2 LEVEL MEASUREMENT: Blood-oxygen saturation level is an important physiological indicator, and so the Zepp Z can track and monitor your blood-oxygen level, as well as accurately monitoring your deep, light, and REM8 sleep stages, awake time, and afternoon naps to help you improve sleep quality.']",$249.99 –,,Amazfit North America
164,"Amazfit GTS Smartwatch, 1.65” AMOLED Display, Slim Metal Body, Smart Notifications, Activity Tracking, 14-Day Battery Life, Water Resistance, Rose Pink","['Slim Metal Watch Body: A smooth transition from the 2.5D curved glass to the metal watch body lowers the thickness to 9.4 mm, which makes it slim and delicate. The aircraft-grade aluminum alloy compactness also helps control the weight of the watch body, which is as light as 24.8 g, but also strong and robust.', 'Stylish Large Square Screen: The customized 1.65-inch AMOLED always-on stylish square screen offers a larger display area than a round watch face of the same width, so it can carry more information.', 'Huami-PAI Health Assessment System: Eliminates the need to track complicated data and allows you to intuitively understand your physical state at a glance, as well as more concisely and precisely control your health.', 'your health. Ultra-Long Battery Life: Amazfit GTS deeply optimizes the power consumption of the system and the components to bring long-lasting endurance of 14 days while keeping a slim watch body, which enables you to avoid frequent charges.', 'Water Resistant']",$119.99 ,,
165,Control panel assembly For HP M280 M281 M278 280 281 278 Printer Control Key Board G3Q59-60004 T6B80-60101,['Control panel assembly For HP M280 M281 M278 280 281 278 Printer Control Key Board G3Q59-60004 T6B80-60101'],$145.41 –,,
166,CJWP27 12V water pump self-priming 370 diaphragm pump RF-370CA-12560 12V pump,['CJWP27 12V water pump self-priming 370 diaphragm pump RF-370CA-12560 12V pump'],$16.99 –,,
167,New For HP 15-bs 15-bs1xx 15-bs2xx 15-bs134wm LCD BACK COVER Red With Hinges Set,"['Model:15-bs 15-bs1xx 15-bs2xx 15-bs134wm', 'Type:Rear Lid', 'Compatible Model:15-bs 15-bs1xx 15-bs2xx 15-bs134wm', 'Color:Red']",$48.99 –,,GlobaleParts
168,"KEYSTONE Crypto Seed Storage, Cryptosteel Capsule Metal Wallet, Cold Storage Backup, 24 Words Bitcoin Key Phrase Storage, Steel Plate, Compatible with Ledger, Trezor, KeepKey (Keystone Tablet)","['DURABLE AND INDESTRUCTIBLE : Made with grade 304 Steel, the Keystone Tablet is the long term solution to helping you safely store and backup your crypto seed phrase due to its resistance to corrosion. The various screws present in the tablet help protect it against deformation.', ' SLEEK AND EFFICIENT DESIGN : Slightly bigger than a credit card, the Keystone Tablet is very portable. Easily access the contents of the tablet by sliding it open. You also can make use of the built-in keyhole to secure your mnemonics with a physical lock as well. All alphabetical letters come with anti-tampering stickers and are laser engraved to ensure they are resistant to corrosion.', ' SEED PHRASE STORAGE : Supports 12, 18 or 24 word seed phrases (Only first 4 letters of each word needed).Suitable for all types of cryptocurrencies.', ' WHAT YOU GET : 1 Keystone Tablet, 4 sheets of metal alphabetical letters (252 letter tiles in total), 2 anti-tampering stickers, spare screws, a screwdriver, and a guide.']",$44.00 –,,Keystone
169,3.5 inch IPS USB Mini Screen AIDA64 PC CPU RAM HDD Data Monitor Computer Temperature Display Type-C Sub Screen,"['Easy to Connect: You just need to connect this secondary screen to the computers by a USB cable to use, which is convenient to finish install.', 'Multiple Monitoring: This screen will show the data of CPU, GPU, RAM, HDD, time and date for you.', 'There are a lot of templates for selection, you can change the template according to your needs.', 'Support wins only, no need AIDA64, and brightness stepless adjustment.', 'Support 360°rotation, horizontal and vertical screen switching, giving']",$39.99 –,,
170,110V Wine Cooler Control Board FX-101B PCB161006F1 For Wine Cooler 10.5V,"['Top quality products: The quality of the products can be guaranteed to the greatest extent, because we have our own production warehouse. Products can be tested for quality before they leave the factory.', 'High-quality distribution logistics: Our delivery warehouse is in the United States. The logistics method used is a local first-level logistics service provider in the United States. From the moment you place the order, it will be collected within 24 hours. You can receive your package within 3-5 working days.', 'Timely after-sales service: Whether you have any questions about the logistics provider or product quality, you can contact me at any time. As long as the product is unused, you can return it to our warehouse in New Jersey. We serve you wholeheartedly 24 hours a day.']",$38.60 –,,youer_supermarket
171,DC 12V Nidec 00H220H022 Micro Brushless Motor Water Pump Diaphragm Dosing Metering Self Priming Water Pump PWM Control,['DC 12V Nidec 00H220H022 Micro Brushless Motor Water Pump Diaphragm Dosing Metering Self Priming Water Pump PWM Control'],$28.00 ,,GUOZHEN
172,"[ Apple MFi Certified ] Apple Watch Charger, LUOM Magnetic Charging Cable Compatible with Apple Watch/iWatch 38mm 42mm - 3.3 Feet (1.0 Meter)",['Apple Watch Magnetic Charging Module - Simply hold the connector near the back of the watch and magnets snap into place automatically.'],$9.96 –,,Luom Electronics Store
173,"PCB Tray ESD Shelf Storage Turnover Rack, Straight-Type, 25 Slot","['25 easy-load angled slots;Made of conductive polypropylene;3mm width, 7mm depth groove;Reduce damage from production process ;For factory PCB storage in overturn']",$20.99 –,,Unique Bargains
174,"YAMAY Smart Watch Compatible iPhone and Android Phones IP68 Waterproof, Watches for Men Women Round Smartwatch Fitness Tracker Heart Rate Monitor Digital Watch with Personalized Watch Faces Black","['Customizable Watch Dials - Dozens of watch faces are available for you to choose from the OnlyFit app. You can also select your favorite picture as the watch face.', 'Wide Compatibility & Smart Notifications - It can work seamlessly with iOS 9.0 and above or Android 5.0 or higher devices.(smart phones, iPad and tablet) It can also remind you of the calls, text messages, app notifications.', 'All-day Activity Tracking- It can provide heart rate, steps, sleep data, distance and calories data to achieve total health management from your wrist. Equipped with many practical functions such as alarm clock, music controller, sedentary reminder, stopwatch etc.', '10+ Sports Modes & IP68 Waterproof - This smart watch features 10+ built-in sports modes, helping you better optimize your workout and training. With IP68 waterproof standard, it can resist to most of your daily activities.', 'Long-lasting Battery - Get up to 7 days endurance with just 2hrs charging. Always ready to escort you on your journeys.']",$45.99 ,5.0,YAMAY
175,Japanese nidec 12-24V Built-in driver 24H brushless servo motor 100 line encoder Pwm speed regulation,['Japanese nidec 12-24V Built-in driver 24H brushless servo motor 100 line encoder Pwm speed regulation'],$17.99 –,,Electronic new century
176,"SINREGeek Genuine Leather Case Cover Protective Cases Locator Protector Shell For AirTag, 2-Pack Genuine Leather Tracker Holder For Apple AirTag Anti-scratch Anti-lost Shell Locator Tracker","['1.Quality Material - Protective cover made of genuine leather is professionally designed for newly released AirTag (AirTag not included).', '2. metallic key chain not easy to rust for long-time use', 'Compact & Functional - Compact cover with key chain easy to be bound to other things like keys, car keys, backpack, liner bags for tablet or computer to help carry with your AirTag.', '3.Durable & Easy to Use - Quality leather material, sweat-proof, scratch-resistant and durable in use,an easy to open/close spring ring clasp help to quick lock/unlock.', '4.Protective - Hollow circular case cover with raised rim as a buffer against bumps for your AirTag in daily use; lightweight design adds only little weight to the device', '5.Simple Design - Simple yet novel design for holding AirTag, easy to use and carry with; overall length measures 3.39 inches, and diameter 1.46 inches']",$5.90 –,,
177,"FIDO Security Key NFC - Two Factor Authentication USB and NFC Security Key, Fits USB-A Ports and Works with Supported NFC Mobile Devices  FIDO U2F and FIDO2 Certified - More Than a Password","[""SECURITY KEY: Protect your online accounts against unauthorized access by using 2 factor authentication with the Yubico Security Key NFC. It's the world's most protective USB and NFC security key that works with more online services/apps than any other."", 'FIDO: The Yubico Security Key NFC is FIDO certified and works with Google Chrome and any FIDO-compliant application on Windows, Mac OS or Linux. Secure your login and protect your Gmail, Dropbox, Outlook, 1Password, accounts and more. This key will not work with LastPass; upgrade to any YubiKey 5 for LastPass.', 'FITS USB-A PORTS: Once registered, each service will request you to insert the Yubico PC Security Key into a USB-A port and tap to gain access. NFC-ENABLED: Also get touch-based authentication for NFC supported Android and iOS devices and applications. Just tap & go!']",$40.99 –,,Adiven Technology
178,SN530 m.2 2230 2242 SSD 1TB NVMe PCIe External Hard Drive for Microsoft Surface Pro X Surface Laptop 3,"['You Can Use It For Your Notebook , If your Original SSD Is M.2 NVME Interface And 2230 2242', 'Digital Storage Capacity 1 TB  ', 'Hard Disk Interface Solid State  ', 'Connectivity Technology USB  ', 'Brand New ', 'Compatible Devices Laptop', 'Installation Type External Hard Drive']",$151.00 ,,
179,SME E68EC050A E68EC050A01 4 Wire Speed Encoder  Sensor For Golf Cart Electric Forklift Pallet Truck,['SME E68EC050A E68EC050A01 4 Wire Speed Encoder  Sensor For Golf Cart Electric Forklift Pallet Truck'],$115.00 –,,Electronic new century
180,RDH4010B2 DC24V 0.09A 2 Wires 40x40x10mm Cooling Fan,['RDH4010B2 DC24V 0.09A 2 Wires 40x40x10mm Cooling Fan'],$24.96 –,,
181,SN530 m.2 2230 SSD 1TB NVMe PCIe for Microsoft Surface Pro X Surface Laptop 3,"['These are NOT compatible in all machines!', 'Please double check that your machine has a compatible NVMe M.2 slot. It is your responsibility to ensure this works with your system.', 'Brand new, non-original packaging', 'Please note these are short 2230 drives.']",$197.98 ,,SECDIN LIMITED
182,Atmel JTAGICE mkII JTAG ICE mk2 ATJTAGICE2 AVR AVR32 Debugger Emulator compliant,[None],$179.90 –,,1Panda Tech LTD
183,2TB External Game Hard Drive 100000 Games USB 3.0 HDD Retro Game Console Drive,['Retro Game Drive 2TB External Game Hard Drive 100000 Games USB 3.0 HDD 2022 New'],$89.99 –,,POWERNEWSMK2
184,Laptop cooling fan For Dell OptiPlex 3020 3040 3046m 3050 7040 9020 D10U KSB0705HB-A BAZC0715R5U PVB070E05N -P02 EF70150SX-C020-S9A 5V CPU Fan,"['For Dell OptiPlex 3020 3040 3046m 3050 7040 9020 D10U', 'Model: KSB0705HB-A /BAZC0715R5U/ PVB070E05N -P02/ EF70150SX-C020-S9A', '5V CPU Fan', '4-WIRE 4-PIN']",$19.99 –,,SXDOOL Electronics Global
185,RAM 32G 2RX4 PC4-3200AA-RB2-12 DDR4 REG ECC Server Memory Bar,['RAM 32G 2RX4 PC4-3200AA-RB2-12 DDR4 REG ECC Server Memory Bar'],$437.83 –,,zhongmaozhilian
186,"MPM Cat Window Hammock  - Grey | Space Saving Cat Perch, Resting Shelf Sunny Seat for Indoor Cats, Perfect for Sunbathing, Napping, Overlooking","['Safety mounted cat bed:  Industrial strength suction cups hold up to 35 pounds. 4 suction cups that can securely support the cat from jumping on and off from all heights above and below.|Machine Washable Cozy bed included: The deluxe bed is designed for our cat hammock and provides comfort, warmth and security thru super soft covered pad. Spacious enough for large cats stretch out comfortably and completely. Bottom plastic mesh for ventilation.|Easy to install: No tools are needed and assembly in seconds. Simply put together and attached over smooth and clean window. It would be a great gift for a cat person. Every kitty in town deserves to have one.|Friendly material: Our window mounted perch is made of high-quality ABS frame. It is more sturdy and durable.']",$24.99 –,,
187,CF Card to SATA Adapter Compact Flash Memory Disk to Serial SATA 2.5 Inch Hard Disk Drive HDD Converter,['CF Card to SATA Adapter Compact Flash Memory Disk to Serial SATA 2.5 Inch Hard Disk Drive HDD Converter'],$17.99 –,,Electronic new century
188,AVAGO 1300nm AFCT-5805DZ single mode 1X9 optical transceiver module,['AVAGO 1300nm AFCT-5805DZ single mode 1X9 optical transceiver module'],$120.75 –,,Electronic new century
189,For IBMX225 X345 X226 power supply 39Y7178 49P2167 49P2166 39Y7179,"['Condition: Refurbished.', 'text it working before shipping.']",$76.00 –,,itsparepart
190,TZe 221 Tape PTH110 Tape 9mm 0.35 Inch Laminated White for Label Maker Tape Compatible for Brother P-Press 2-Pack,['TZe 221 Tape PTH110 Tape 9mm 0.35 Inch Laminated White for Label Maker Tape Compatible for Brother P-Press 2-Pack'],$19.51 ,,
191,HGST 4TB 7.2K 6Gbps 128MB SATA 3.5in HDD HDN726040ALE614 0F26902,"['Model:HDN726040ALE614\t', 'Interface:SATA', 'Drive Type(s) Supported:HDD\t', 'Product Line:HGST', 'Type:Internal Desktop Drive\t', 'Features:Auto Power On/Off', 'Color:Silver\t', 'MPN:0F26902', 'Compatible With:Mac, PC\t', 'Storage Capacity:4 TB', 'Cache:128 MB\t', 'Brand:HGST', 'Form Factor:3.5 in']",$86.99 –,,
192,PCB Universal Test Stand PCBA Test Rack Embryo Frame DIY Circuit Board Fixture Testing Jig 180x160MM With 4 Acrylic Board,['PCB Universal Test Stand PCBA Test Rack Embryo Frame DIY Circuit Board Fixture Testing Jig 180x160MM With 4 Acrylic Board'],$342.70 –,,
193,14V 1.79A 25W AC/DC Adapter For Samsung A2514_RPN BN44-00989A A2514_FPN LCD Monitor Power Supply Charger,['14V 1.79A 25W AC/DC Adapter For Samsung A2514_RPN BN44-00989A A2514_FPN LCD Monitor Power Supply Charger'],$59.57 –,,Electronic new century
194,Metal Camera Cover With Charging Port for Gopro Max Action Camera Housing Side Cover Case for Gopro Max Accessories,['Metal Camera Cover With Charging Port for Gopro Max Action Camera Housing Side Cover Case for Gopro Max Accessories'],$58.31 ,,Creator
195,for Midea air conditioner computer board circuit board KFR-35W/BP3N1 KFR-35W/BP3N1-(S6E2H1+lKCM15L60).D.13.WP2-1,['for Midea air conditioner computer board circuit board KFR-35W/BP3N1 KFR-35W/BP3N1-(S6E2H1+lKCM15L60).D.13.WP2-1'],$163.94 –,,Shengkedianzi
196,"Willful Fitness Tracker IP68 Swimming Waterproof, Heart Rate Monitor Fitness Watch Sport Digital Watch with Step Counter Sleep Tracker Call SMS SNS Notice, Smart Watch for Men Women Kids Purple","['Fitness Tracker- Accurately track your steps, distance, calories,heartrate, and supoort 14 sports modes for you to better track your other activities.', 'Heart Rate Monitor Watch & Sleep Monitor - Adopt the latest HR sensor for accurate and effective heart rate monitoring;Automatically detect your sleep.', 'Never Miss Call Message- See Calls & Messages on Willful SW352 smart watch; never miss important messages.', 'Waterproof Activity Tracker with Color Screen-IP68 waterproof stand,Willful SW352 pedometer watch can be used when swimming or diving; 0.96 inch LCD color screen offers excellent HD image quality.Slim cool design make it quite unique from other smart bands.', 'Key Features & Long-lasting Battery- Screen brightness adjustable,camera control,sedentary alert,wrist sense,connect mobile GPS to draw the run path;This fitness watch has a USB plug at the end,just charge with any USB port(no cable needed).One full charge gives you up to 7 days of working time.']",$28.99 ,1.0,
197,Genuine For FOXCONN PVA092J12M-P DC 12V 0.95A 90x90x32mm Server Cooler Fan,['Genuine For FOXCONN PVA092J12M-P DC 12V 0.95A 90x90x32mm Server Cooler Fan'],$32.64 –,,zhongmaozhilian
198,"Plugable USB C Power Meter Tester for Monitoring USB-C Connections up to 240W - Digital Multimeter Tester for USB-C Cables, Laptops, Phones and Chargers","['At a Glance - USB C Tester monitors USB-C power and charging up to 240W. Measure voltage and amperage. Visualize the directional flow of electrical current. Updated OLED display is brighter and easier to read. New orientation button lets you flip the screen 180 degrees', 'Bidirectional - USB power meter can be connected in either orientation, allowing for the full range of USB Extended Power Range (EPR) voltage from 5 to 48V (4.5V-50V, 50mA-6.5A operating range)', 'Broad USB Support - Used as a data and power quality meter, device allows USB data pass through, USB-C Alt Mode video, USB-C charging. Use USB-C tester with USB-C docking stations, chargers, accessories, etc. Not compatible with Thunderbolt 3 devices', ""Small and Tough - Small enough to go anywhere you need a USB C voltage meter. Even fits most phones and tablets without removing protective case. Strengthened USB-C connections ensure it's sturdy enough to be your go-to USB C power tester"", '2 Year Warranty']",$29.95 ,5.0,Plugable Technologies
199,1TB SN530 m.2 2230 2242 SSD NVMe PCIe for Microsoft Surface Pro X Surface Laptop 3,"['You Can Use It For Your Notebook , If your Original SSD Is M.2 NVME Interface And 2230 2242', 'Digital Storage Capacity 1 TB  ', 'Hard Disk Interface Solid State  ', 'Connectivity Technology USB  ', 'Brand New ', 'Compatible Devices Laptop', 'Installation Type External Hard Drive']",$153.54 –,,
200,Laptop Keyboard For Gateway GWTN156-1 GWTN156-1RG GWTN156-4 GWTN156-4BK GWTN156-5 GWTN156-5BL English US NO Frame,['Laptop Keyboard For Gateway GWTN156-1 GWTN156-1RG GWTN156-4 GWTN156-4BK GWTN156-5 GWTN156-5BL English US NO Frame'],$64.40 –,,
201,B3Q10-60139 Control Panel Assembly for HP M277 M274 M280 M281 M426 M427 M426fdn M426fdw 277 274 280 281 426 427,['B3Q10-60139 Control Panel Assembly for HP M277 M274 M280 M281 M426 M427 M426fdn M426fdw 277 274 280 281 426 427'],$84.29 –,,
202,24V/36V Single/Dual Drive Brushless Hub Motor Electric Skateboard Controller ESC Remote Skateboard Motor Drive Control,['24V/36V Single/Dual Drive Brushless Hub Motor Electric Skateboard Controller ESC Remote Skateboard Motor Drive Control'],$24.93 –,,zhongmaozhilian
203,"PLANTRONICS 211201-01 Savi 8240 UC, S8240-M C, D200 USB-A, CONVERTIBLE, MOC, DECT 6.0,NA",[None],$201.99 ,,
204,"Pa-0202 250V Nema 6-20P Male To 6-15R/20R Female Adapter,20 A To 15A T-Blade Adapter Converter Us Plug",[None],$2.69 –,,
205,Well Tested Cooler PFB1224UHEC8X 12038 24V 2.40A 2 Wires Large Air Volume Inverter Cooling Fan,['Well Tested Cooler PFB1224UHEC8X 12038 24V 2.40A 2 Wires Large Air Volume Inverter Cooling Fan'],$53.82 –,,
206,SERVER CPU Cooling Fan For HP DL380 G10 875076-001  875788-001  877047-001,['SERVER CPU Cooling Fan For HP DL380 G10 875076-001  875788-001  877047-001'],$35.19 –,,Electronic new century
207,AXIS COMMUNICATION INC 5506-951 T91G61 WALL MOUNT,['Black'],$223.07 ,,TELeasy
208,Logitech Driving Force Shifter For G29 G920 G923 Xbox X S PC PS4 PS5 941-000119,"['Product Key Features', 'Platform: Microsoft Xbox One, PC, S, Sony PlayStation 4, Microsoft Xbox Series X', 'Maximum Number of Players: 1', 'Year Manufactured: 2019', 'Compatible Product: Console, Games & Accessories', 'Color: Black', 'Connectivity: Wired', 'Features: Wheels', 'Compatible Model: For Logitech G920, For Logitech G29', 'Type: Gear Shift Lever', 'Dimensions', 'Item Weight: 1.66 lb', 'Additional Product Features', 'Manufacturer Color: Black']",$79.95 –,,BetechParts
209,Sleep Sound Machine SP1,"['Model No : SP1-Black', 'Brand : Letsfit', 'UPC NO : 843785124581', 'Sleep Sound Machine SP1', '20 Soothing Sounds: Includes 5 white noises, 5 fan sounds, 7 natural sounds, 3 lullabies, designed to mimic natural environments in order to provide a more relaxing experience.', '2 Programmable Alarm Settings: set up to 2 different alarms and activate the snooze mode with a simple wave over the device. Snooze lasts for 9 minutes and can be selected up to 5 times.', 'Adjustable Volume & Auto Shutoff Timer: Play each soundtrack as low or as high as you want with 31 levels of volume control. Also includes auto shut off timer function that can be set for 15, 30, 60, 90, or 120 minute intervals.', 'Colorful Ring Nightlight: The SP1 features a warm ring-shaped nightlight that can be set to one of six color options with adjustable brightness.']",$31.57 –,,VirVentures
210,"3D Hologram LED Fan Display,56cm Four Blades, WIFI APP Control Holographic Fan for Advertising Program","['•\tTOP-NOTCH 3D EFFECT - The image has no borders and backgrounds, makes you feel it completely appears in the air and creates best attraction for your products or events.Widely used in department store,shopping mall,casino,bars,railway station signage display', '•\tHOLOGRAM PROJECTOR 56CM CORE ADVANTAGE - Four-axil design + Powerful WiFi + Hi-resolution(1024*638) + 638LED beads + Upload by APP+ Upgrade software + Free 3d video library + Larger size + 30% brightness', '•\tMAIN PARAMETERS - 638pcs led lights,8G Memory Card( be careful when inserting the card slot) , display support format: MP4, AVI, RMVB, MKV, GIF, JPG, PNG with a black background. Software compatible with iOS, Android, Windows', '•\tUSE & INSTALL WARNING - Hologram fan must be installed 6.5 feet or higher on the wall for safety. Do not touch the fan blades while it is running or test battery. If you need a standard when purchasing a 3d holographic fan, please select YA-MA and we will always sell on Amazon for a long time.']",$199.00 –,4.0,Voicesmartlab
211,Tested Cooling Fan for HP Proliant DL360p DL360 G8 Gen8 Server Cooler Fan 654752-001 667882-001 696154-001,['Tested Cooling Fan for HP Proliant DL360p DL360 G8 Gen8 Server Cooler Fan 654752-001 667882-001 696154-001'],$21.73 ,,Creator
212,5pcs/set original Made in Japan Honeywell MICRO UX10C red dot mouse micro switch 10 million times lifetime,[None],$16.49 ,,SXDOOL Electronics Global
213,Audiocodes MP-112 FXS 2-Ports Analog VoIP Gateway MP112/2S/SIP/CER,"['Model No : 473005747-03', 'Brand : AudioCodes', 'Made in the USA', 'Manufacturer model number MP112/2S/SIP/CER', 'Audiocodes MP-112 FXS 2-Ports Analog VoIP Gateway MP112/2S/SIP/CER', 'Product Weight is 2lbs']",$197.00 –,,
214,Intel Xeon X5687 Processor 3.6GHz 12MB Quad Core 6.4GT/s LGA 1366 SLBVY CPU,['Intel Xeon X5687 Processor 3.6GHz 12MB Quad Core 6.4GT/s LGA 1366 SLBVY CPU'],$36.50 –,,Electronic new century
215,Universal Garage Door Remote Control Keychain 433MHZ Opener Cloning ABCD 4 key Auto Car Rolling Code Gate Controller Duplicator,['Universal Garage Door Remote Control Keychain 433MHZ Opener Cloning ABCD 4 key Auto Car Rolling Code Gate Controller Duplicator'],$13.99 –,,zhongmaozhilian
216,Touch Pen For Motorola TC70 TC75 PDA Replacement Part,['Touch Pen For Motorola TC70 TC75 PDA Replacement Part'],$35.67 –,,zhongmaozhilian
